#Vcard - LR999924.1 - loess:new("MMLoess", name = "loess", visible = TRUE, persistent = TRUE, color = "#61FF00", span = 0.3, degree = as.integer(1))
#Vcard - LR999925.1 - loess:new("MMLoess", name = "loess", visible = TRUE, persistent = TRUE, color = "#61FF00", span = 0.3, degree = as.integer(1))
#Vcard - LR999926.1 - loess:new("MMLoess", name = "loess", visible = TRUE, persistent = TRUE, color = "#61FF00", span = 0.3, degree = as.integer(1))
#Vcard - LR999927.1 - loess:new("MMLoess", name = "loess", visible = TRUE, persistent = TRUE, color = "#61FF00", span = 0.3, degree = as.integer(1))
#Vcard - LR999928.1 - loess:new("MMLoess", name = "loess", visible = TRUE, persistent = TRUE, color = "#61FF00", span = 0.3, degree = as.integer(1))
#Vcard - LR999929.1 - loess:new("MMLoess", name = "loess", visible = TRUE, persistent = TRUE, color = "#61FF00", span = 0.3, degree = as.integer(1))
#Vcard - LR999930.1 - loess:new("MMLoess", name = "loess", visible = TRUE, persistent = TRUE, color = "#61FF00", span = 0.3, degree = as.integer(1))
#Vcard - LR999931.1 - loess:new("MMLoess", name = "loess", visible = TRUE, persistent = TRUE, color = "#61FF00", span = 0.3, degree = as.integer(1))
#Vcard - LR999932.1 - loess:new("MMLoess", name = "loess", visible = TRUE, persistent = TRUE, color = "#61FF00", span = 0.3, degree = as.integer(1))
#Vcard - LR999933.1 - loess:new("MMLoess", name = "loess", visible = TRUE, persistent = TRUE, color = "#61FF00", span = 0.3, degree = as.integer(1))
#Vcard - LR999934.1 - loess:new("MMLoess", name = "loess", visible = TRUE, persistent = TRUE, color = "#61FF00", span = 0.3, degree = as.integer(1))
#Vcard - LR999935.1 - loess:new("MMLoess", name = "loess", visible = TRUE, persistent = TRUE, color = "#61FF00", span = 0.3, degree = as.integer(1))
#Vcard - LR999936.1 - loess:new("MMLoess", name = "loess", visible = TRUE, persistent = TRUE, color = "#61FF00", span = 0.3, degree = as.integer(1))
#Vcard - LR999937.1 - loess:new("MMLoess", name = "loess", visible = TRUE, persistent = TRUE, color = "#61FF00", span = 0.3, degree = as.integer(1))
#Vcard - LR999938.1 - loess:new("MMLoess", name = "loess", visible = TRUE, persistent = TRUE, color = "#61FF00", span = 0.3, degree = as.integer(1))
#Vcard - LR999939.1 - loess:new("MMLoess", name = "loess", visible = TRUE, persistent = TRUE, color = "#61FF00", span = 0.3, degree = as.integer(1))
#Vcard - LR999941.1 - loess:new("MMLoess", name = "loess", visible = TRUE, persistent = TRUE, color = "#61FF00", span = 0.3, degree = as.integer(1))
#Vcard - LR999942.1 - loess:new("MMLoess", name = "loess", visible = TRUE, persistent = TRUE, color = "#61FF00", span = 0.3, degree = as.integer(1))
#Vcard - LR999943.1 - loess:new("MMLoess", name = "loess", visible = TRUE, persistent = TRUE, color = "#61FF00", span = 0.3, degree = as.integer(1))
#Vcard - LR999944.1 - loess:new("MMLoess", name = "loess", visible = TRUE, persistent = TRUE, color = "#61FF00", span = 0.3, degree = as.integer(1))
#Vcard - LR999945.1 - loess:new("MMLoess", name = "loess", visible = TRUE, persistent = TRUE, color = "#61FF00", span = 0.3, degree = as.integer(1))
#Vcard - LR999946.1 - loess:new("MMLoess", name = "loess", visible = TRUE, persistent = TRUE, color = "#61FF00", span = 0.3, degree = as.integer(1))
#Vcard - LR999947.1 - loess:new("MMLoess", name = "loess", visible = TRUE, persistent = TRUE, color = "#61FF00", span = 0.3, degree = as.integer(1))
#Vcard - LR999948.1 - loess:new("MMLoess", name = "loess", visible = TRUE, persistent = TRUE, color = "#61FF00", span = 0.3, degree = as.integer(1))
#Vcard - LR999949.1 - loess:new("MMLoess", name = "loess", visible = TRUE, persistent = TRUE, color = "#61FF00", span = 0.3, degree = as.integer(1))
#Vcard - LR999950.1 - loess:new("MMLoess", name = "loess", visible = TRUE, persistent = TRUE, color = "#61FF00", span = 0.3, degree = as.integer(1))
#Vcard - LR999951.1 - loess:new("MMLoess", name = "loess", visible = TRUE, persistent = TRUE, color = "#61FF00", span = 0.3, degree = as.integer(1))
#Vcard - LR999952.1 - loess:new("MMLoess", name = "loess", visible = TRUE, persistent = TRUE, color = "#61FF00", span = 0.3, degree = as.integer(1))
#Vcard - LR999953.1 - loess:new("MMLoess", name = "loess", visible = TRUE, persistent = TRUE, color = "#61FF00", span = 0.5, degree = as.integer(1))
#Vcard - LR999954.1 - loess:new("MMLoess", name = "loess", visible = TRUE, persistent = TRUE, color = "#61FF00", span = 0.5, degree = as.integer(1))
#Vcard - LR999955.1 - loess:new("MMLoess", name = "loess", visible = TRUE, persistent = TRUE, color = "#61FF00", span = 0.5, degree = as.integer(1))

"set" "map" "mkr" "phys" "gen" "vld" "loess"
"Vcard" "LR999925.1" "455" 5274659 28.59 TRUE 4.14
"Vcard" "LR999925.1" "471" 5554423 28.59 TRUE 3.7
"Vcard" "LR999925.1" "494" 5631789 28.59 TRUE 3.6
"Vcard" "LR999925.1" "502" 5639709 28.59 TRUE 3.6
"Vcard" "LR999925.1" "507" 5845669 28.59 TRUE 3.14
"Vcard" "LR999925.1" "569" 6330383 30.864 TRUE 2.37
"Vcard" "LR999925.1" "573" 6414107 31.987 TRUE 2.28
"Vcard" "LR999925.1" "581" 6679637 30.864 TRUE 2.07
"Vcard" "LR999925.1" "608" 6912969 30.864 TRUE 2
"Vcard" "LR999925.1" "631" 7448948 31.987 TRUE 1.81
"Vcard" "LR999925.1" "682" 7789731 33.111 TRUE 1.7
"Vcard" "LR999925.1" "694" 7860151 33.111 TRUE 1.68
"Vcard" "LR999925.1" "702" 7880966 34.235 TRUE 1.67
"Vcard" "LR999925.1" "715" 8301811 34.235 TRUE 1.69
"Vcard" "LR999925.1" "719" 8328942 34.235 TRUE 1.7
"Vcard" "LR999925.1" "763" 8590746 34.235 TRUE 1.89
"Vcard" "LR999925.1" "777" 8651064 34.235 TRUE 1.8
"Vcard" "LR999925.1" "791" 8912689 34.235 TRUE 3.01
"Vcard" "LR999925.1" "800" 9016910 35.358 TRUE 2.85
"Vcard" "LR999925.1" "826" 9085483 35.358 TRUE 2.54
"Vcard" "LR999925.1" "834" 9093532 35.358 TRUE 2.49
"Vcard" "LR999925.1" "844" 9143521 35.358 TRUE 2.51
"Vcard" "LR999925.1" "876" 9775168 36.482 TRUE 2.71
"Vcard" "LR999925.1" "911" 10527241 41.136 TRUE 2.8
"Vcard" "LR999925.1" "922" 10549055 41.136 TRUE 2.8
"Vcard" "LR999925.1" "958" 10879049 41.136 TRUE 3.13
"Vcard" "LR999925.1" "979" 11156113 41.136 TRUE 3.3
"Vcard" "LR999925.1" "1006" 11738335 41.136 TRUE 3.41
"Vcard" "LR999925.1" "1022" 12104853 43.409 TRUE 3.3
"Vcard" "LR999925.1" "1073" 12549769 45.683 TRUE 2.96
"Vcard" "LR999925.1" "1082" 12780356 47.956 TRUE 3.42
"Vcard" "LR999925.1" "1086" 12872182 47.956 TRUE 3.72
"Vcard" "LR999925.1" "1107" 12951177 47.956 TRUE 2.77
"Vcard" "LR999925.1" "1125" 13050770 47.956 TRUE 3.26
"Vcard" "LR999925.1" "1157" 13274715 49.079 TRUE 2.62
"Vcard" "LR999925.1" "1176" 13424974 50.203 TRUE 2.28
"Vcard" "LR999925.1" "1203" 13713500 50.203 TRUE 1.82
"Vcard" "LR999925.1" "1230" 14229132 50.203 TRUE 1.64
"Vcard" "LR999925.1" "1237" 14633994 53.6 TRUE 1.25
"Vcard" "LR999925.1" "1246" 14670857 51.327 TRUE 1.23
"Vcard" "LR999925.1" "1272" 14964968 51.327 TRUE 1.22
"Vcard" "LR999925.1" "1300" 15187749 51.327 TRUE 1.35
"Vcard" "LR999925.1" "1311" 15188320 51.327 TRUE 1.35
"Vcard" "LR999925.1" "1316" 15319814 51.327 TRUE 1.26
"Vcard" "LR999925.1" "1353" 15927379 51.327 TRUE 1.11
"Vcard" "LR999925.1" "1380" 16164213 51.327 TRUE NA
"Vcard" "LR999926.1" "1455" 376562 0 TRUE NA
"Vcard" "LR999926.1" "1466" 478455 0 TRUE 6.34
"Vcard" "LR999926.1" "1478" 579726 1.123 TRUE 6.33
"Vcard" "LR999926.1" "1490" 1002177 3.397 TRUE 6.35
"Vcard" "LR999926.1" "1538" 1759152 6.846 TRUE 6.37
"Vcard" "LR999926.1" "1546" 1816309 7.97 TRUE 6.38
"Vcard" "LR999926.1" "1586" 2429272 13.859 TRUE 5.86
"Vcard" "LR999926.1" "1635" 3214619 18.514 TRUE 3.67
"Vcard" "LR999926.1" "1642" 3275928 18.514 TRUE 6.3
"Vcard" "LR999926.1" "1650" 3328687 18.514 TRUE 3.32
"Vcard" "LR999926.1" "1669" 3408113 18.514 TRUE 4.45
"Vcard" "LR999926.1" "1699" 3827713 19.637 TRUE 1.33
"Vcard" "LR999926.1" "1706" 3933827 19.637 TRUE 1.53
"Vcard" "LR999926.1" "1736" 4277599 19.637 TRUE 1.56
"Vcard" "LR999926.1" "1741" 4379652 19.637 TRUE 1.39
"Vcard" "LR999926.1" "1752" 4397042 19.637 TRUE 1.75
"Vcard" "LR999926.1" "1764" 4474591 19.637 TRUE 1.52
"Vcard" "LR999926.1" "1768" 4474933 19.637 TRUE 1.51
"Vcard" "LR999926.1" "1799" 4689790 19.637 TRUE 1.79
"Vcard" "LR999926.1" "1830" 4747207 19.637 TRUE 1.89
"Vcard" "LR999926.1" "1898" 5722184 23.087 TRUE 2.89
"Vcard" "LR999926.1" "1918" 5767318 23.087 TRUE 2.57
"Vcard" "LR999926.1" "1936" 5856269 23.087 TRUE 3.11
"Vcard" "LR999926.1" "1964" 6164170 23.087 TRUE 2.83
"Vcard" "LR999926.1" "1982" 6420474 24.21 TRUE 2.83
"Vcard" "LR999926.1" "2004" 6695896 27.66 TRUE 2.64
"Vcard" "LR999926.1" "2013" 7185024 27.66 TRUE 2.61
"Vcard" "LR999926.1" "2022" 7299306 27.66 TRUE 2.83
"Vcard" "LR999926.1" "2044" 7457584 27.66 TRUE 2.67
"Vcard" "LR999926.1" "2047" 7472990 27.66 TRUE 2.62
"Vcard" "LR999926.1" "2060" 7569222 27.66 TRUE 2.74
"Vcard" "LR999926.1" "2066" 7749656 27.66 TRUE 2.5
"Vcard" "LR999926.1" "2086" 7824567 27.66 TRUE 2.61
"Vcard" "LR999926.1" "2169" 8959378 31.11 TRUE 3.54
"Vcard" "LR999926.1" "2181" 9165392 33.383 TRUE 3.37
"Vcard" "LR999926.1" "2184" 9516496 34.507 TRUE 7.14
"Vcard" "LR999926.1" "2197" 9814138 34.507 TRUE 7.38
"Vcard" "LR999926.1" "2215" 9912892 34.507 TRUE 7.53
"Vcard" "LR999926.1" "2250" 10757498 46.787 TRUE 7.1
"Vcard" "LR999926.1" "2264" 10936399 45.664 TRUE 7.15
"Vcard" "LR999926.1" "2272" 10970169 45.664 TRUE 7.34
"Vcard" "LR999926.1" "2283" 11042566 47.911 TRUE 7.05
"Vcard" "LR999926.1" "2294" 11101142 46.787 TRUE 7.21
"Vcard" "LR999926.1" "2320" 11187589 47.911 TRUE 6.87
"Vcard" "LR999926.1" "2332" 11211316 46.787 TRUE 6.65
"Vcard" "LR999926.1" "2359" 11311708 46.787 TRUE 5.87
"Vcard" "LR999926.1" "2366" 11383882 46.787 TRUE 6.34
"Vcard" "LR999926.1" "2370" 11566624 47.911 TRUE 5.84
"Vcard" "LR999926.1" "2423" 12537412 52.565 TRUE 5.26
"Vcard" "LR999926.1" "2453" 12895363 58.455 TRUE 5.19
"Vcard" "LR999926.1" "2480" 13404148 58.455 TRUE 4.94
"Vcard" "LR999926.1" "2518" 14002745 60.728 TRUE 2.46
"Vcard" "LR999926.1" "2531" 14106430 63.001 TRUE 2.48
"Vcard" "LR999926.1" "2545" 14389488 63.001 TRUE 1.62
"Vcard" "LR999926.1" "2568" 14473134 65.274 TRUE 1.96
"Vcard" "LR999926.1" "2622" 15348067 63.001 TRUE 1.48
"Vcard" "LR999926.1" "2665" 15440800 63.001 TRUE 1.52
"Vcard" "LR999926.1" "2729" 16051874 63.001 TRUE 1.15
"Vcard" "LR999926.1" "2742" 16238767 63.001 TRUE 1.2
"Vcard" "LR999926.1" "2758" 16328516 63.001 TRUE NA
"Vcard" "LR999927.1" "2888" 2645954 0 TRUE NA
"Vcard" "LR999927.1" "2932" 4853774 3.45 TRUE 1.29
"Vcard" "LR999927.1" "2962" 5461087 4.573 TRUE 1.29
"Vcard" "LR999927.1" "2999" 5974377 4.573 TRUE 1.36
"Vcard" "LR999927.1" "3006" 6062442 4.573 TRUE 1.37
"Vcard" "LR999927.1" "3012" 6066267 4.573 TRUE 1.38
"Vcard" "LR999927.1" "3031" 6248505 4.573 TRUE 1.38
"Vcard" "LR999927.1" "3047" 6279715 4.573 TRUE 1.45
"Vcard" "LR999927.1" "3053" 6383443 4.573 TRUE 1.45
"Vcard" "LR999927.1" "3058" 6392473 4.573 TRUE 1.5
"Vcard" "LR999927.1" "3145" 7263430 6.846 TRUE 2.1
"Vcard" "LR999927.1" "3167" 7477664 6.846 TRUE 2.49
"Vcard" "LR999927.1" "3188" 7603449 6.846 TRUE 2.61
"Vcard" "LR999927.1" "3244" 8250670 9.12 TRUE 3.35
"Vcard" "LR999927.1" "3247" 8349656 9.12 TRUE 3.23
"Vcard" "LR999927.1" "3259" 8361935 9.12 TRUE 3.43
"Vcard" "LR999927.1" "3286" 8491116 9.12 TRUE 3.47
"Vcard" "LR999927.1" "3295" 8632604 11.393 TRUE 2.86
"Vcard" "LR999927.1" "3306" 8695331 11.393 TRUE 2.81
"Vcard" "LR999927.1" "3311" 8727636 11.393 TRUE 2.63
"Vcard" "LR999927.1" "3321" 8727984 11.393 TRUE 2.67
"Vcard" "LR999927.1" "3328" 8737536 11.393 TRUE 2.6
"Vcard" "LR999927.1" "3330" 8738077 11.393 TRUE 2.61
"Vcard" "LR999927.1" "3351" 8933381 11.393 TRUE 1.3
"Vcard" "LR999927.1" "3369" 9120222 11.393 TRUE 1.34
"Vcard" "LR999927.1" "3373" 9143211 11.393 TRUE 1.09
"Vcard" "LR999927.1" "3382" 9172678 11.393 TRUE 0.92
"Vcard" "LR999927.1" "3414" 9402670 11.393 TRUE 1.92
"Vcard" "LR999927.1" "3418" 9574324 12.516 TRUE 1.16
"Vcard" "LR999927.1" "3423" 9594105 12.516 TRUE 1.33
"Vcard" "LR999927.1" "3426" 9594620 12.516 TRUE 1.33
"Vcard" "LR999927.1" "3437" 9685880 12.516 TRUE 1.32
"Vcard" "LR999927.1" "3483" 9845734 12.516 TRUE 1.85
"Vcard" "LR999927.1" "3490" 9962380 12.516 TRUE 1.63
"Vcard" "LR999927.1" "3504" 10068160 12.516 TRUE 2.14
"Vcard" "LR999927.1" "3516" 10074304 12.516 TRUE 1.95
"Vcard" "LR999927.1" "3534" 10079686 12.516 TRUE 1.97
"Vcard" "LR999927.1" "3547" 10318883 13.64 TRUE 2.14
"Vcard" "LR999927.1" "3602" 10686685 14.764 TRUE 2.64
"Vcard" "LR999927.1" "3614" 10789340 14.764 TRUE 2.73
"Vcard" "LR999927.1" "3631" 10796151 14.764 TRUE 3.25
"Vcard" "LR999927.1" "3634" 10888328 14.764 TRUE 3.1
"Vcard" "LR999927.1" "3669" 11645808 17.037 TRUE 5.63
"Vcard" "LR999927.1" "3696" 11840452 17.037 TRUE 5.07
"Vcard" "LR999927.1" "3722" 11982277 22.926 TRUE 4.98
"Vcard" "LR999927.1" "3737" 12047834 22.926 TRUE 5.11
"Vcard" "LR999927.1" "3744" 12062274 22.926 TRUE 5.13
"Vcard" "LR999927.1" "3763" 12653949 24.049 TRUE 5.4
