"set" "map" "mkr" "phys" "gen" "vld" "loess" "wind_2mb" "wind_2mb_4mkr" "chr_length" "chr_start" "genome_pos" "rel_pos" "pos_group" "chr_type"
"16" "Vcard" "LR999924.1" 30836 2643022 4.495 TRUE 4.85 6.05 6.05 17040296 0 2643022 15.5104230583788 "4" "Z"
"17" "Vcard" "LR999924.1" 30841 2683873 4.495 TRUE 4.62 6.05 6.05 17040296 0 2683873 15.7501548095174 "4" "Z"
"18" "Vcard" "LR999924.1" 30852 3066341 10.384 TRUE 3.36 8.93 8.93 17040296 0 3066341 17.9946463371294 "4" "Z"
"19" "Vcard" "LR999924.1" 30857 3149285 12.657 TRUE 3.31 8.93 6.79 17040296 0 3149285 18.4813984451913 "4" "Z"
"20" "Vcard" "LR999924.1" 30869 3376611 12.657 TRUE 3.57 8.93 6.79 17040296 0 3376611 19.8154480415129 "4" "Z"
"21" "Vcard" "LR999924.1" 30886 3516889 13.78 TRUE 4.02 5.85 5.35 17040296 0 3516889 20.6386614410923 "3" "Z"
"22" "Vcard" "LR999924.1" 30903 3695543 12.657 TRUE 4.78 0.54 0.53 17040296 0 3695543 21.6870821962248 "3" "Z"
"23" "Vcard" "LR999924.1" 30939 4133314 12.657 FALSE 5.13 NA NA 17040296 0 4133314 24.25611620831 "3" "Z"
"24" "Vcard" "LR999924.1" 30969 4384763 12.657 TRUE 4.36 3.81 3.89 17040296 0 4384763 25.7317302469394 "3" "Z"
"25" "Vcard" "LR999924.1" 30980 4678283 12.657 TRUE 4.54 5.62 5.45 17040296 0 4678283 27.4542355367536 "3" "Z"
"26" "Vcard" "LR999924.1" 30991 4702483 12.657 TRUE 4.53 10.99 8.22 17040296 0 4702483 27.5962518491463 "3" "Z"
"27" "Vcard" "LR999924.1" 31006 4710946 12.657 TRUE 4.53 10.99 8.22 17040296 0 4710946 27.6459164793851 "3" "Z"
"28" "Vcard" "LR999924.1" 31009 5288565 20.935 TRUE 4.22 7.14 7.14 17040296 0 5288565 31.0356404607056 "2" "Z"
"29" "Vcard" "LR999924.1" 31014 5290447 20.935 TRUE 4.22 7.14 7.14 17040296 0 5290447 31.0466848697933 "2" "Z"
"30" "Vcard" "LR999924.1" 31024 5710951 23.209 TRUE 3.93 2.15 2.15 17040296 0 5710951 33.5143884824536 "2" "Z"
"31" "Vcard" "LR999924.1" 31039 5869286 23.209 TRUE 3.81 1.39 1.39 17040296 0 5869286 34.4435683511601 "2" "Z"
"32" "Vcard" "LR999924.1" 31047 6151034 23.209 TRUE 3.59 2.04 2.04 17040296 0 6151034 36.0969903339707 "2" "Z"
"33" "Vcard" "LR999924.1" 31058 6257108 23.209 TRUE 3.73 2.04 2.04 17040296 0 6257108 36.7194795207783 "2" "Z"
"34" "Vcard" "LR999924.1" 31064 6378354 23.209 TRUE 3.77 1.62 1.62 17040296 0 6378354 37.4310047196363 "2" "Z"
"35" "Vcard" "LR999924.1" 31082 6765789 23.209 TRUE 2.97 1.82 1.82 17040296 0 6765789 39.7046448019448 "2" "Z"
"36" "Vcard" "LR999924.1" 31104 6777292 23.209 TRUE 2.92 1.82 1.82 17040296 0 6777292 39.7721494978726 "2" "Z"
"37" "Vcard" "LR999924.1" 31127 6958456 25.482 TRUE 2.05 2.16 2.16 17040296 0 6958456 40.8353000440837 "1" "Z"
"38" "Vcard" "LR999924.1" 31136 7077811 25.482 TRUE 2.07 2.16 2.16 17040296 0 7077811 41.5357280178701 "1" "Z"
"39" "Vcard" "LR999924.1" 31143 7128928 25.482 TRUE 2.09 2.16 2.16 17040296 0 7128928 41.835705201365 "1" "Z"
"40" "Vcard" "LR999924.1" 31160 7438933 25.482 TRUE 2.36 2.48 2.48 17040296 0 7438933 43.6549517684435 "1" "Z"
"41" "Vcard" "LR999924.1" 31169 7471337 25.482 TRUE 2.4 2.3 2.3 17040296 0 7471337 43.8451127844258 "1" "Z"
"42" "Vcard" "LR999924.1" 31172 7539520 25.482 TRUE 2.5 2.61 2.61 17040296 0 7539520 44.2452408103709 "1" "Z"
"43" "Vcard" "LR999924.1" 31183 7792601 26.605 TRUE 2.52 2.21 2.21 17040296 0 7792601 45.7304321474228 "1" "Z"
"44" "Vcard" "LR999924.1" 31188 7885203 26.605 TRUE 2.53 2.35 2.35 17040296 0 7885203 46.2738616747033 "1" "Z"
"45" "Vcard" "LR999924.1" 31208 8462188 27.729 TRUE 2.61 2.86 2.86 17040296 0 8462188 49.6598650633768 "1" "Z"
"46" "Vcard" "LR999924.1" 31253 8521728 28.853 TRUE 2.56 2.86 2.86 17040296 0 8521728 50.0092721394041 "1" "Z"
"47" "Vcard" "LR999924.1" 31258 8522287 28.853 TRUE 2.56 2.86 2.86 17040296 0 8522287 50.0125525988516 "1" "Z"
"48" "Vcard" "LR999924.1" 31269 8825030 28.853 TRUE 2.6 2.63 2.63 17040296 0 8825030 51.7891825353269 "1" "Z"
"49" "Vcard" "LR999924.1" 31275 8877484 29.976 TRUE 2.55 2.63 2.63 17040296 0 8877484 52.0970058266593 "1" "Z"
"50" "Vcard" "LR999924.1" 31280 8931014 29.976 TRUE 2.5 2.51 2.51 17040296 0 8931014 52.4111435622949 "1" "Z"
"51" "Vcard" "LR999924.1" 31284 9016444 29.976 TRUE 2.45 2.53 2.53 17040296 0 9016444 52.9124846188118 "1" "Z"
"52" "Vcard" "LR999924.1" 31292 9080263 29.976 TRUE 2.44 2.53 2.53 17040296 0 9080263 53.2870027609849 "1" "Z"
"53" "Vcard" "LR999924.1" 31296 9212157 29.976 TRUE 2.47 2.37 2.37 17040296 0 9212157 54.0610151372957 "1" "Z"
"54" "Vcard" "LR999924.1" 31300 9405925 31.1 TRUE 2.25 2.45 2.45 17040296 0 9405925 55.1981315348043 "1" "Z"
"55" "Vcard" "LR999924.1" 31306 9537289 29.976 TRUE 2.14 2.39 2.39 17040296 0 9537289 55.9690336365049 "1" "Z"
"56" "Vcard" "LR999924.1" 31312 9730780 32.224 TRUE 2.03 2.27 2.27 17040296 0 9730780 57.1045244753964 "1" "Z"
"57" "Vcard" "LR999924.1" 31322 9955418 32.224 TRUE 1.97 2.06 2.06 17040296 0 9955418 58.4227996978456 "1" "Z"
"58" "Vcard" "LR999924.1" 31339 10204502 32.224 TRUE 2.01 2.04 2.04 17040296 0 10204502 59.8845348695821 "1" "Z"
"59" "Vcard" "LR999924.1" 31350 10349746 33.347 TRUE 1.96 1.88 1.88 17040296 0 10349746 60.7368909554153 "2" "Z"
"60" "Vcard" "LR999924.1" 31354 10690222 33.347 TRUE 1.87 1.32 1.32 17040296 0 10690222 62.7349548388127 "2" "Z"
"61" "Vcard" "LR999924.1" 31364 10948231 33.347 TRUE 1.82 1.42 1.42 17040296 0 10948231 64.2490658612973 "2" "Z"
"62" "Vcard" "LR999924.1" 31395 11458023 34.471 TRUE 1.78 1.67 1.67 17040296 0 11458023 67.2407509822599 "2" "Z"
"63" "Vcard" "LR999924.1" 31435 12107611 35.594 TRUE 1.82 1.94 1.94 17040296 0 12107611 71.0528209134395 "3" "Z"
"64" "Vcard" "LR999924.1" 31442 12174530 35.594 TRUE 1.83 2.04 2.04 17040296 0 12174530 71.4455312278613 "3" "Z"
"65" "Vcard" "LR999924.1" 31458 12536587 36.718 TRUE 1.85 2.06 2.06 17040296 0 12536587 73.5702419723225 "3" "Z"
"66" "Vcard" "LR999924.1" 31463 12542911 36.718 TRUE 1.85 2.06 2.06 17040296 0 12542911 73.6073540037098 "3" "Z"
"67" "Vcard" "LR999924.1" 31478 12558173 36.718 TRUE 1.85 2.06 2.06 17040296 0 12558173 73.6969181755998 "3" "Z"
"68" "Vcard" "LR999924.1" 31488 12764339 36.718 TRUE 1.85 2.06 2.06 17040296 0 12764339 74.9067915252176 "3" "Z"
"69" "Vcard" "LR999924.1" 31497 12927638 36.718 TRUE 1.93 1.97 1.97 17040296 0 12927638 75.8651023432926 "3" "Z"
"70" "Vcard" "LR999924.1" 31503 12998573 37.842 TRUE 2.01 1.97 1.97 17040296 0 12998573 76.2813803234404 "3" "Z"
"71" "Vcard" "LR999924.1" 31508 13121102 37.842 TRUE 2.02 1.94 1.94 17040296 0 13121102 77.0004347342323 "3" "Z"
"72" "Vcard" "LR999924.1" 31514 13124031 37.842 TRUE 2.02 1.94 1.94 17040296 0 13124031 77.017623402786 "3" "Z"
"73" "Vcard" "LR999924.1" 31518 13151566 37.842 TRUE 2 1.94 1.94 17040296 0 13151566 77.1792109714526 "3" "Z"
"74" "Vcard" "LR999924.1" 31521 13157796 37.842 TRUE 1.99 1.94 1.94 17040296 0 13157796 77.2157713692297 "3" "Z"
"75" "Vcard" "LR999924.1" 31526 13302247 37.842 TRUE 2.04 1.95 1.95 17040296 0 13302247 78.0634737800329 "3" "Z"
"76" "Vcard" "LR999924.1" 31558 13849108 38.965 TRUE 2.19 2.03 2.03 17040296 0 13849108 81.2726962019909 "4" "Z"
"77" "Vcard" "LR999924.1" 31572 14250829 40.089 TRUE 2.27 2.35 NA 17040296 0 14250829 83.6301728561523 "4" "Z"
"78" "Vcard" "LR999924.1" 31610 15951777 44.662 TRUE 2.24 1.76 1.76 17040296 0 15951777 93.6120886632486 "5" "Z"
"79" "Vcard" "LR999924.1" 31618 16014197 43.539 TRUE 2.23 1.76 1.76 17040296 0 16014197 93.9783968541392 "5" "Z"
"80" "Vcard" "LR999924.1" 31623 16051188 44.662 TRUE 2.23 1.76 1.76 17040296 0 16051188 94.1954764166069 "5" "Z"
"81" "Vcard" "LR999924.1" 31627 16210768 44.662 TRUE 2.23 1.76 1.76 17040296 0 16210768 95.1319624964261 "5" "Z"
"82" "Vcard" "LR999924.1" 31636 16341255 44.662 TRUE 2.23 1.76 1.76 17040296 0 16341255 95.8977179739131 "5" "Z"
"83" "Vcard" "LR999924.1" 31639 16496963 45.786 TRUE 2.24 1.76 1.76 17040296 0 16496963 96.8114814437496 "5" "Z"
"84" "Vcard" "LR999924.1" 31653 16942312 45.786 TRUE NA 1.76 1.76 17040296 0 16942312 99.4249865143188 "5" "Z"
"85" "Vcard" "LR999925.1" 2 528242 0 TRUE NA 5.67 5.67 16607008 17040296 17568538 3.18083787278238 "5" "Autosome"
"86" "Vcard" "LR999925.1" 14 642951 3.45 TRUE 5.5 5.67 5.67 16607008 17040296 17683247 3.87156434199345 "5" "Autosome"
"87" "Vcard" "LR999925.1" 16 895336 3.45 TRUE 5.57 5.67 5.67 16607008 17040296 17935632 5.39131431742551 "5" "Autosome"
"88" "Vcard" "LR999925.1" 51 1347737 5.723 TRUE 5.55 4.94 4.94 16607008 17040296 18388033 8.11547149251689 "5" "Autosome"
"89" "Vcard" "LR999925.1" 83 2147235 9.172 TRUE 5.65 6.27 6.27 16607008 17040296 19187531 12.9296920914351 "4" "Autosome"
"90" "Vcard" "LR999925.1" 91 2154642 9.172 TRUE 5.61 6.27 6.27 16607008 17040296 19194938 12.9742937439423 "4" "Autosome"
"91" "Vcard" "LR999925.1" 97 2251350 10.296 TRUE 5.4 6.46 6.46 16607008 17040296 19291646 13.5566262146679 "4" "Autosome"
"92" "Vcard" "LR999925.1" 105 2257891 10.296 TRUE 5.41 6.46 6.46 16607008 17040296 19298187 13.5960132011739 "4" "Autosome"
"93" "Vcard" "LR999925.1" 113 2339583 10.296 TRUE 5.72 6.46 6.46 16607008 17040296 19379879 14.0879260129218 "4" "Autosome"
"94" "Vcard" "LR999925.1" 146 2759549 14.951 TRUE 5.52 6.33 6.33 16607008 17040296 19799845 16.6167740751374 "4" "Autosome"
"95" "Vcard" "LR999925.1" 170 2818129 14.951 TRUE 5.52 6.33 6.33 16607008 17040296 19858425 16.9695167245057 "4" "Autosome"
"96" "Vcard" "LR999925.1" 180 2834229 14.951 TRUE 5.52 6.33 6.33 16607008 17040296 19874525 17.0664637483164 "4" "Autosome"
"97" "Vcard" "LR999925.1" 208 3118526 14.951 TRUE 5.66 6.33 6.33 16607008 17040296 20158822 18.7783735637389 "4" "Autosome"
"98" "Vcard" "LR999925.1" 244 3194013 17.224 TRUE 5.63 5.36 5.36 16607008 17040296 20234309 19.2329226312169 "4" "Autosome"
"99" "Vcard" "LR999925.1" 271 3569231 17.224 TRUE 5.53 4.64 4.64 16607008 17040296 20609527 21.4923181827816 "3" "Autosome"
"100" "Vcard" "LR999925.1" 312 4193449 20.673 TRUE 5.43 5.43 5.43 16607008 17040296 21233745 25.2510807485611 "3" "Autosome"
"101" "Vcard" "LR999925.1" 354 4462433 21.797 TRUE 5.41 6.49 6.49 16607008 17040296 21502729 26.8707825033865 "3" "Autosome"
"102" "Vcard" "LR999925.1" 367 4567004 24.07 TRUE 5.16 6.12 6.12 16607008 17040296 21607300 27.5004624553682 "3" "Autosome"
"103" "Vcard" "LR999925.1" 396 4712335 25.194 TRUE 5.25 5.34 5.34 16607008 17040296 21752631 28.3755809595564 "3" "Autosome"
"104" "Vcard" "LR999925.1" 399 4712674 25.194 TRUE 5.25 5.34 5.34 16607008 17040296 21752970 28.3776222664552 "3" "Autosome"
"105" "Vcard" "LR999925.1" 432 5091903 26.317 TRUE 4.5 4.9 4.9 16607008 17040296 22132199 30.6611702722128 "2" "Autosome"
"106" "Vcard" "LR999925.1" 447 5092232 26.317 TRUE 4.5 4.9 4.9 16607008 17040296 22132528 30.6631513635689 "2" "Autosome"
"107" "Vcard" "LR999925.1" 455 5274659 28.59 TRUE 4.14 4.45 4.45 16607008 17040296 22314955 31.7616454451037 "2" "Autosome"
"108" "Vcard" "LR999925.1" 471 5554423 28.59 TRUE 3.7 3.79 3.79 16607008 17040296 22594719 33.4462595550023 "2" "Autosome"
"109" "Vcard" "LR999925.1" 494 5631789 28.59 TRUE 3.6 3.66 3.66 16607008 17040296 22672085 33.9121231229611 "2" "Autosome"
"110" "Vcard" "LR999925.1" 502 5639709 28.59 TRUE 3.6 3.66 3.66 16607008 17040296 22680005 33.9598138328108 "2" "Autosome"
"111" "Vcard" "LR999925.1" 507 5845669 28.59 TRUE 3.14 3.09 3.09 16607008 17040296 22885965 35.2000131510745 "2" "Autosome"
"112" "Vcard" "LR999925.1" 569 6330383 30.864 TRUE 2.37 2.32 2.32 16607008 17040296 23370679 38.1187448094202 "2" "Autosome"
"113" "Vcard" "LR999925.1" 573 6414107 31.987 TRUE 2.28 2.32 2.32 16607008 17040296 23454403 38.6228934194528 "2" "Autosome"
"114" "Vcard" "LR999925.1" 581 6679637 30.864 TRUE 2.07 1.64 1.64 16607008 17040296 23719933 40.221796725816 "1" "Autosome"
"115" "Vcard" "LR999925.1" 608 6912969 30.864 TRUE 2 1.61 1.61 16607008 17040296 23953265 41.6268180276664 "1" "Autosome"
"116" "Vcard" "LR999925.1" 631 7448948 31.987 TRUE 1.81 2.3 2.3 16607008 17040296 24489244 44.8542446658664 "1" "Autosome"
"117" "Vcard" "LR999925.1" 682 7789731 33.111 TRUE 1.7 2.01 2.01 16607008 17040296 24830027 46.9062879960075 "1" "Autosome"
"118" "Vcard" "LR999925.1" 694 7860151 33.111 TRUE 1.68 2.01 2.01 16607008 17040296 24900447 47.3303258479794 "1" "Autosome"
"119" "Vcard" "LR999925.1" 702 7880966 34.235 TRUE 1.67 2.01 2.01 16607008 17040296 24921262 47.4556645001917 "1" "Autosome"
"120" "Vcard" "LR999925.1" 715 8301811 34.235 TRUE 1.69 1.61 1.61 16607008 17040296 25342107 49.9898055086142 "1" "Autosome"
"121" "Vcard" "LR999925.1" 719 8328942 34.235 TRUE 1.7 1.61 1.61 16607008 17040296 25369238 50.1531762976209 "1" "Autosome"
"122" "Vcard" "LR999925.1" 763 8590746 34.235 TRUE 1.89 1.38 1.38 16607008 17040296 25631042 51.7296432927593 "1" "Autosome"
"123" "Vcard" "LR999925.1" 777 8651064 34.235 TRUE 1.8 1.38 1.38 16607008 17040296 25691360 52.0928514034557 "1" "Autosome"
"124" "Vcard" "LR999925.1" 791 8912689 34.235 TRUE 3.01 1.64 1.64 16607008 17040296 25952985 53.6682405403791 "1" "Autosome"
"125" "Vcard" "LR999925.1" 800 9016910 35.358 TRUE 2.85 1.64 1.64 16607008 17040296 26057206 54.2958129483649 "1" "Autosome"
"126" "Vcard" "LR999925.1" 826 9085483 35.358 TRUE 2.54 1.64 1.64 16607008 17040296 26125779 54.7087289895928 "1" "Autosome"
"127" "Vcard" "LR999925.1" 834 9093532 35.358 TRUE 2.49 1.64 1.64 16607008 17040296 26133828 54.7571964799439 "1" "Autosome"
"128" "Vcard" "LR999925.1" 844 9143521 35.358 TRUE 2.51 1.64 1.64 16607008 17040296 26183817 55.0582079565446 "1" "Autosome"
"129" "Vcard" "LR999925.1" 876 9775168 36.482 TRUE 2.71 3.92 3.92 16607008 17040296 26815464 58.8617046490253 "1" "Autosome"
"130" "Vcard" "LR999925.1" 911 10527241 41.136 TRUE 2.8 3.48 3.48 16607008 17040296 27567537 63.3903530365012 "2" "Autosome"
"131" "Vcard" "LR999925.1" 922 10549055 41.136 TRUE 2.8 3.48 3.48 16607008 17040296 27589351 63.5217072214333 "2" "Autosome"
"132" "Vcard" "LR999925.1" 958 10879049 41.136 TRUE 3.13 0 0 16607008 17040296 27919345 65.5087840025127 "2" "Autosome"
"133" "Vcard" "LR999925.1" 979 11156113 41.136 TRUE 3.3 1.03 1.03 16607008 17040296 28196409 67.1771399158717 "2" "Autosome"
"134" "Vcard" "LR999925.1" 1006 11738335 41.136 TRUE 3.41 2.63 2.63 16607008 17040296 28778631 70.6830212883621 "3" "Autosome"
"135" "Vcard" "LR999925.1" 1022 12104853 43.409 TRUE 3.3 4.39 4.39 16607008 17040296 29145149 72.8900293177435 "3" "Autosome"
"136" "Vcard" "LR999925.1" 1073 12549769 45.683 TRUE 2.96 5.26 5.26 16607008 17040296 29590065 75.5691151590943 "3" "Autosome"
"137" "Vcard" "LR999925.1" 1082 12780356 47.956 TRUE 3.42 4.33 4.33 16607008 17040296 29820652 76.9576072944627 "3" "Autosome"
"138" "Vcard" "LR999925.1" 1086 12872182 47.956 TRUE 3.72 4.33 4.33 16607008 17040296 29912478 77.5105425372228 "3" "Autosome"
"139" "Vcard" "LR999925.1" 1107 12951177 47.956 TRUE 2.77 4.33 4.33 16607008 17040296 29991473 77.9862152170939 "3" "Autosome"
"140" "Vcard" "LR999925.1" 1125 13050770 47.956 TRUE 3.26 4.33 4.33 16607008 17040296 30091066 78.5859198718999 "3" "Autosome"
"141" "Vcard" "LR999925.1" 1157 13274715 49.079 TRUE 2.62 2.54 2.54 16607008 17040296 30315011 79.9344168437807 "3" "Autosome"
"142" "Vcard" "LR999925.1" 1176 13424974 50.203 TRUE 2.28 2.54 2.54 16607008 17040296 30465270 80.8392095674308 "4" "Autosome"
"143" "Vcard" "LR999925.1" 1203 13713500 50.203 TRUE 1.82 2.36 2.36 16607008 17040296 30753796 82.5765845358779 "4" "Autosome"
"144" "Vcard" "LR999925.1" 1230 14229132 50.203 TRUE 1.64 1.59 1.14 16607008 17040296 31269428 85.6814906092657 "4" "Autosome"
"145" "Vcard" "LR999925.1" 1237 14633994 53.6 TRUE 1.25 1.59 0.7 16607008 17040296 31674290 88.1193891157275 "4" "Autosome"
"146" "Vcard" "LR999925.1" 1246 14670857 51.327 TRUE 1.23 1.59 0.7 16607008 17040296 31711153 88.3413616709283 "4" "Autosome"
"147" "Vcard" "LR999925.1" 1272 14964968 51.327 TRUE 1.22 0.1 0.01 16607008 17040296 32005264 90.1123670199954 "5" "Autosome"
"148" "Vcard" "LR999925.1" 1300 15187749 51.327 FALSE 1.35 NA NA 16607008 17040296 32228045 91.4538549027013 "5" "Autosome"
"149" "Vcard" "LR999925.1" 1311 15188320 51.327 FALSE 1.35 NA NA 16607008 17040296 32228616 91.4572932101918 "5" "Autosome"
"150" "Vcard" "LR999925.1" 1316 15319814 51.327 FALSE 1.26 NA NA 16607008 17040296 32360110 92.2490914678911 "5" "Autosome"
"151" "Vcard" "LR999925.1" 1353 15927379 51.327 TRUE 1.11 0 0 16607008 17040296 32967675 95.9075770903464 "5" "Autosome"
"152" "Vcard" "LR999925.1" 1380 16164213 51.327 TRUE NA 0 0 16607008 17040296 33204509 97.3336858752642 "5" "Autosome"
"153" "Vcard" "LR999926.1" 1455 376562 0 TRUE NA 5.75 5.75 16362069 33647304 34023866 2.30143266111395 "5" "Autosome"
"154" "Vcard" "LR999926.1" 1466 478455 0 TRUE 6.34 5.75 5.75 16362069 33647304 34125759 2.92417175358446 "5" "Autosome"
"155" "Vcard" "LR999926.1" 1478 579726 1.123 TRUE 6.33 5.75 5.75 16362069 33647304 34227030 3.5431093708259 "5" "Autosome"
"156" "Vcard" "LR999926.1" 1490 1002177 3.397 TRUE 6.35 5.38 5.38 16362069 33647304 34649481 6.12500167307692 "5" "Autosome"
"157" "Vcard" "LR999926.1" 1538 1759152 6.846 TRUE 6.37 7.23 7.23 16362069 33647304 35406456 10.751403138564 "4" "Autosome"
"158" "Vcard" "LR999926.1" 1546 1816309 7.97 TRUE 6.38 7.23 7.23 16362069 33647304 35463613 11.1007293759732 "4" "Autosome"
"159" "Vcard" "LR999926.1" 1586 2429272 13.859 TRUE 5.86 7.1 7.1 16362069 33647304 36076576 14.8469732036945 "4" "Autosome"
"160" "Vcard" "LR999926.1" 1635 3214619 18.514 TRUE 3.67 3.79 3.79 16362069 33647304 36861923 19.6467757225568 "4" "Autosome"
"161" "Vcard" "LR999926.1" 1642 3275928 18.514 TRUE 6.3 3.79 3.79 16362069 33647304 36923232 20.0214777238746 "3" "Autosome"
"162" "Vcard" "LR999926.1" 1650 3328687 18.514 TRUE 3.32 3.02 3.02 16362069 33647304 36975991 20.3439247200339 "3" "Autosome"
"163" "Vcard" "LR999926.1" 1669 3408113 18.514 TRUE 4.45 2.39 2.39 16362069 33647304 37055417 20.8293523270193 "3" "Autosome"
"164" "Vcard" "LR999926.1" 1699 3827713 19.637 TRUE 1.33 0.85 0.85 16362069 33647304 37475017 23.3938201825209 "3" "Autosome"
"165" "Vcard" "LR999926.1" 1706 3933827 19.637 TRUE 1.53 0.85 0.85 16362069 33647304 37581131 24.0423567459592 "3" "Autosome"
"166" "Vcard" "LR999926.1" 1736 4277599 19.637 TRUE 1.56 0.77 0.77 16362069 33647304 37924903 26.1433868785176 "3" "Autosome"
"167" "Vcard" "LR999926.1" 1741 4379652 19.637 TRUE 1.39 0.61 0.61 16362069 33647304 38026956 26.7671038424297 "3" "Autosome"
"168" "Vcard" "LR999926.1" 1752 4397042 19.637 TRUE 1.75 0.61 0.61 16362069 33647304 38044346 26.8733862447347 "3" "Autosome"
"169" "Vcard" "LR999926.1" 1764 4474591 19.637 TRUE 1.52 0 0 16362069 33647304 38121895 27.3473421973712 "3" "Autosome"
"170" "Vcard" "LR999926.1" 1768 4474933 19.637 TRUE 1.51 0 0 16362069 33647304 38122237 27.3494323975776 "3" "Autosome"
"171" "Vcard" "LR999926.1" 1799 4689790 19.637 TRUE 1.79 0 0 16362069 33647304 38337094 28.6625731745783 "3" "Autosome"
"172" "Vcard" "LR999926.1" 1830 4747207 19.637 TRUE 1.89 1.74 1.74 16362069 33647304 38394511 29.0134884530801 "3" "Autosome"
"173" "Vcard" "LR999926.1" 1898 5722184 23.087 TRUE 2.89 3.47 3.47 16362069 33647304 39369488 34.9722519810911 "2" "Autosome"
"174" "Vcard" "LR999926.1" 1918 5767318 23.087 TRUE 2.57 3.95 3.95 16362069 33647304 39414622 35.2480972913633 "2" "Autosome"
"175" "Vcard" "LR999926.1" 1936 5856269 23.087 TRUE 3.11 3.95 3.95 16362069 33647304 39503573 35.7917388076043 "2" "Autosome"
"176" "Vcard" "LR999926.1" 1964 6164170 23.087 TRUE 2.83 3.95 3.95 16362069 33647304 39811474 37.6735362746606 "2" "Autosome"
"177" "Vcard" "LR999926.1" 1982 6420474 24.21 TRUE 2.83 3.39 3.39 16362069 33647304 40067778 39.239988536902 "2" "Autosome"
"178" "Vcard" "LR999926.1" 2004 6695896 27.66 TRUE 2.64 2.92 2.92 16362069 33647304 40343200 40.9232842130173 "1" "Autosome"
"179" "Vcard" "LR999926.1" 2013 7185024 27.66 TRUE 2.61 1.72 1.72 16362069 33647304 40832328 43.9126861034506 "1" "Autosome"
"180" "Vcard" "LR999926.1" 2022 7299306 27.66 TRUE 2.83 1.72 1.72 16362069 33647304 40946610 44.6111430039807 "1" "Autosome"
"181" "Vcard" "LR999926.1" 2044 7457584 27.66 TRUE 2.67 0 0 16362069 33647304 41104888 45.5784901041549 "1" "Autosome"
"182" "Vcard" "LR999926.1" 2047 7472990 27.66 TRUE 2.62 0 0 16362069 33647304 41120294 45.6726469005845 "1" "Autosome"
"183" "Vcard" "LR999926.1" 2060 7569222 27.66 TRUE 2.74 0 0 16362069 33647304 41216526 46.2607876791132 "1" "Autosome"
"184" "Vcard" "LR999926.1" 2066 7749656 27.66 TRUE 2.5 0 0 16362069 33647304 41396960 47.363545527158 "1" "Autosome"
"185" "Vcard" "LR999926.1" 2086 7824567 27.66 TRUE 2.61 0 0 16362069 33647304 41471871 47.8213788244017 "1" "Autosome"
"186" "Vcard" "LR999926.1" 2169 8959378 31.11 TRUE 3.54 3.12 3.12 16362069 33647304 42606682 54.7569992523562 "1" "Autosome"
"187" "Vcard" "LR999926.1" 2181 9165392 33.383 TRUE 3.37 3.12 3.12 16362069 33647304 42812696 56.016094297121 "1" "Autosome"
"188" "Vcard" "LR999926.1" 2184 9516496 34.507 TRUE 7.14 3.12 3.12 16362069 33647304 43163800 58.1619353884891 "1" "Autosome"
