"chrom" "begin" "end" "loess" "wind_2mb" "loess_sd" "wd_sd" "mkr" "chr_length" "chr_type" "feature" "feat_length" "occ_length" "rel_pos" "pos_group"
"102" "LR999925.1" 10000001 12000000 3.088 2.124 0.281193883290516 1.55255595712361 5 16607008 "Autosome" "LINE" 193220 0.09661 0.662371000242789 "2"
"103" "LR999925.1" 10000001 12000000 3.088 2.124 0.281193883290516 1.55255595712361 5 16607008 "Autosome" "LTR" 59405 0.0297025 0.662371000242789 "2"
"104" "LR999925.1" 10000001 12000000 3.088 2.124 0.281193883290516 1.55255595712361 5 16607008 "Autosome" "rpt" 608382 0.304191 0.662371000242789 "2"
"105" "LR999925.1" 10000001 12000000 3.088 2.124 0.281193883290516 1.55255595712361 5 16607008 "Autosome" "gc" 0.325742 0.325742 0.662371000242789 "2"
"106" "LR999925.1" 12000001 14000000 2.90555555555556 3.82333333333333 0.60018978479959 1.05161780129475 9 16607008 "Autosome" "CDS" 65332 0.032666 0.782802085721883 "3"
"107" "LR999925.1" 12000001 14000000 2.90555555555556 3.82333333333333 0.60018978479959 1.05161780129475 9 16607008 "Autosome" "SINE" 165699 0.0828495 0.782802085721883 "3"
"108" "LR999925.1" 12000001 14000000 2.90555555555556 3.82333333333333 0.60018978479959 1.05161780129475 9 16607008 "Autosome" "DNA" 47837 0.0239185 0.782802085721883 "3"
"109" "LR999925.1" 12000001 14000000 2.90555555555556 3.82333333333333 0.60018978479959 1.05161780129475 9 16607008 "Autosome" "LINE" 252938 0.126469 0.782802085721883 "3"
"110" "LR999925.1" 12000001 14000000 2.90555555555556 3.82333333333333 0.60018978479959 1.05161780129475 9 16607008 "Autosome" "LTR" 35468 0.017734 0.782802085721883 "3"
"111" "LR999925.1" 12000001 14000000 2.90555555555556 3.82333333333333 0.60018978479959 1.05161780129475 9 16607008 "Autosome" "rpt" 686718 0.343359 0.782802085721883 "3"
"112" "LR999925.1" 12000001 14000000 2.90555555555556 3.82333333333333 0.60018978479959 1.05161780129475 9 16607008 "Autosome" "gc" 0.323169 0.323169 0.782802085721883 "3"
"113" "LR999925.1" 14000001 16000000 1.30125 0.974 0.156792629199936 0.844233380055539 8 16607008 "Autosome" "CDS" 125484 0.062742 0.903233171200977 "5"
"114" "LR999925.1" 14000001 16000000 1.30125 0.974 0.156792629199936 0.844233380055539 8 16607008 "Autosome" "SINE" 129602 0.064801 0.903233171200977 "5"
"115" "LR999925.1" 14000001 16000000 1.30125 0.974 0.156792629199936 0.844233380055539 8 16607008 "Autosome" "DNA" 46472 0.023236 0.903233171200977 "5"
"116" "LR999925.1" 14000001 16000000 1.30125 0.974 0.156792629199936 0.844233380055539 8 16607008 "Autosome" "LINE" 212507 0.1062535 0.903233171200977 "5"
"117" "LR999925.1" 14000001 16000000 1.30125 0.974 0.156792629199936 0.844233380055539 8 16607008 "Autosome" "LTR" 56848 0.028424 0.903233171200977 "5"
"118" "LR999925.1" 14000001 16000000 1.30125 0.974 0.156792629199936 0.844233380055539 8 16607008 "Autosome" "rpt" 613157 0.3065785 0.903233171200977 "5"
"119" "LR999925.1" 14000001 16000000 1.30125 0.974 0.156792629199936 0.844233380055539 8 16607008 "Autosome" "gc" 0.330759 0.330759 0.903233171200977 "5"
"120" "LR999925.1" 16000001 16607008 NA 0 NA NA 1 16607008 "Autosome" "CDS" 14057 0.023157849649428 0.981724372024148 "5"
"121" "LR999925.1" 16000001 16607008 NA 0 NA NA 1 16607008 "Autosome" "SINE" 35304 0.0581606832199905 0.981724372024148 "5"
"122" "LR999925.1" 16000001 16607008 NA 0 NA NA 1 16607008 "Autosome" "DNA" 8795 0.0144891006378829 0.981724372024148 "5"
"123" "LR999925.1" 16000001 16607008 NA 0 NA NA 1 16607008 "Autosome" "LINE" 99409 0.16376884653909 0.981724372024148 "5"
"124" "LR999925.1" 16000001 16607008 NA 0 NA NA 1 16607008 "Autosome" "LTR" 3465 0.00570832674363435 0.981724372024148 "5"
"125" "LR999925.1" 16000001 16607008 NA 0 NA NA 1 16607008 "Autosome" "rpt" 189580 0.31231878327798 0.981724372024148 "5"
"126" "LR999925.1" 16000001 16607008 NA 0 NA NA 1 16607008 "Autosome" "gc" 0.354608 0.354608 0.981724372024148 "5"
"127" "LR999926.1" 1 2000000 6.354 6.18166666666667 0.0207364413533277 0.824582722755375 6 16362069 "Autosome" "CDS" 133039 0.0665195 0.0611169956562339 "5"
"128" "LR999926.1" 1 2000000 6.354 6.18166666666667 0.0207364413533277 0.824582722755375 6 16362069 "Autosome" "SINE" 98812 0.049406 0.0611169956562339 "5"
"129" "LR999926.1" 1 2000000 6.354 6.18166666666667 0.0207364413533277 0.824582722755375 6 16362069 "Autosome" "DNA" 38466 0.019233 0.0611169956562339 "5"
"130" "LR999926.1" 1 2000000 6.354 6.18166666666667 0.0207364413533277 0.824582722755375 6 16362069 "Autosome" "LINE" 203885 0.1019425 0.0611169956562339 "5"
"131" "LR999926.1" 1 2000000 6.354 6.18166666666667 0.0207364413533277 0.824582722755375 6 16362069 "Autosome" "LTR" 43380 0.02169 0.0611169956562339 "5"
"132" "LR999926.1" 1 2000000 6.354 6.18166666666667 0.0207364413533277 0.824582722755375 6 16362069 "Autosome" "rpt" 528185 0.2640925 0.0611169956562339 "5"
"133" "LR999926.1" 1 2000000 6.354 6.18166666666667 0.0207364413533277 0.824582722755375 6 16362069 "Autosome" "gc" 0.343466 0.343466 0.0611169956562339 "5"
"134" "LR999926.1" 2000001 4000000 3.78 3.11285714285714 1.93280452538102 2.14423812643492 7 16362069 "Autosome" "CDS" 65698 0.032849 0.183350925851737 "4"
"135" "LR999926.1" 2000001 4000000 3.78 3.11285714285714 1.93280452538102 2.14423812643492 7 16362069 "Autosome" "SINE" 161756 0.080878 0.183350925851737 "4"
"136" "LR999926.1" 2000001 4000000 3.78 3.11285714285714 1.93280452538102 2.14423812643492 7 16362069 "Autosome" "DNA" 58874 0.029437 0.183350925851737 "4"
"137" "LR999926.1" 2000001 4000000 3.78 3.11285714285714 1.93280452538102 2.14423812643492 7 16362069 "Autosome" "LINE" 293869 0.1469345 0.183350925851737 "4"
"138" "LR999926.1" 2000001 4000000 3.78 3.11285714285714 1.93280452538102 2.14423812643492 7 16362069 "Autosome" "LTR" 46581 0.0232905 0.183350925851737 "4"
"139" "LR999926.1" 2000001 4000000 3.78 3.11285714285714 1.93280452538102 2.14423812643492 7 16362069 "Autosome" "rpt" 767570 0.383785 0.183350925851737 "4"
"140" "LR999926.1" 2000001 4000000 3.78 3.11285714285714 1.93280452538102 2.14423812643492 7 16362069 "Autosome" "gc" 0.330335 0.330335 0.183350925851737 "4"
"141" "LR999926.1" 4000001 6000000 1.998 1.51 0.623962249570348 1.66030786971038 10 16362069 "Autosome" "CDS" 126527 0.0632635 0.30558485604724 "2"
"142" "LR999926.1" 4000001 6000000 1.998 1.51 0.623962249570348 1.66030786971038 10 16362069 "Autosome" "SINE" 100878 0.050439 0.30558485604724 "2"
"143" "LR999926.1" 4000001 6000000 1.998 1.51 0.623962249570348 1.66030786971038 10 16362069 "Autosome" "DNA" 40664 0.020332 0.30558485604724 "2"
"144" "LR999926.1" 4000001 6000000 1.998 1.51 0.623962249570348 1.66030786971038 10 16362069 "Autosome" "LINE" 171538 0.085769 0.30558485604724 "2"
"145" "LR999926.1" 4000001 6000000 1.998 1.51 0.623962249570348 1.66030786971038 10 16362069 "Autosome" "LTR" 27204 0.013602 0.30558485604724 "2"
"146" "LR999926.1" 4000001 6000000 1.998 1.51 0.623962249570348 1.66030786971038 10 16362069 "Autosome" "rpt" 489143 0.2445715 0.30558485604724 "2"
"147" "LR999926.1" 4000001 6000000 1.998 1.51 0.623962249570348 1.66030786971038 10 16362069 "Autosome" "gc" 0.322006 0.322006 0.30558485604724 "2"
"148" "LR999926.1" 6000001 8000000 2.688 1.37 0.114484351186818 1.59055545853223 10 16362069 "Autosome" "CDS" 116917 0.0584585 0.427818786242742 "1"
"149" "LR999926.1" 6000001 8000000 2.688 1.37 0.114484351186818 1.59055545853223 10 16362069 "Autosome" "SINE" 103557 0.0517785 0.427818786242742 "1"
"150" "LR999926.1" 6000001 8000000 2.688 1.37 0.114484351186818 1.59055545853223 10 16362069 "Autosome" "DNA" 56909 0.0284545 0.427818786242742 "1"
"151" "LR999926.1" 6000001 8000000 2.688 1.37 0.114484351186818 1.59055545853223 10 16362069 "Autosome" "LINE" 216630 0.108315 0.427818786242742 "1"
"152" "LR999926.1" 6000001 8000000 2.688 1.37 0.114484351186818 1.59055545853223 10 16362069 "Autosome" "LTR" 57841 0.0289205 0.427818786242742 "1"
"153" "LR999926.1" 6000001 8000000 2.688 1.37 0.114484351186818 1.59055545853223 10 16362069 "Autosome" "rpt" 620574 0.310287 0.427818786242742 "1"
"154" "LR999926.1" 6000001 8000000 2.688 1.37 0.114484351186818 1.59055545853223 10 16362069 "Autosome" "gc" 0.327111 0.327111 0.427818786242742 "1"
"155" "LR999926.1" 8000001 10000000 5.792 5.044 2.13875431034048 2.63454550159985 5 16362069 "Autosome" "CDS" 178760 0.08938 0.550052716438245 "1"
"156" "LR999926.1" 8000001 10000000 5.792 5.044 2.13875431034048 2.63454550159985 5 16362069 "Autosome" "SINE" 111051 0.0555255 0.550052716438245 "1"
"157" "LR999926.1" 8000001 10000000 5.792 5.044 2.13875431034048 2.63454550159985 5 16362069 "Autosome" "DNA" 43091 0.0215455 0.550052716438245 "1"
"158" "LR999926.1" 8000001 10000000 5.792 5.044 2.13875431034048 2.63454550159985 5 16362069 "Autosome" "LINE" 185785 0.0928925 0.550052716438245 "1"
"159" "LR999926.1" 8000001 10000000 5.792 5.044 2.13875431034048 2.63454550159985 5 16362069 "Autosome" "LTR" 8901 0.0044505 0.550052716438245 "1"
"160" "LR999926.1" 8000001 10000000 5.792 5.044 2.13875431034048 2.63454550159985 5 16362069 "Autosome" "rpt" 514249 0.2571245 0.550052716438245 "1"
"161" "LR999926.1" 8000001 10000000 5.792 5.044 2.13875431034048 2.63454550159985 5 16362069 "Autosome" "gc" 0.328157 0.328157 0.550052716438245 "1"
"162" "LR999926.1" 10000001 12000000 6.742 2.513 0.550409948230509 2.15120663814521 10 16362069 "Autosome" "CDS" 135925 0.0679625 0.672286646633748 "2"
"163" "LR999926.1" 10000001 12000000 6.742 2.513 0.550409948230509 2.15120663814521 10 16362069 "Autosome" "SINE" 124558 0.062279 0.672286646633748 "2"
